,date,HATO,variable,value,HATO_C
92,2019-11-08,ISLA,name,La_Isla-Lote_18,ISLA
2687,2019-11-08,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5282,2019-11-08,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7877,2019-11-08,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
93,2019-11-09,ISLA,name,La_Isla-Lote_18,ISLA
2688,2019-11-09,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5283,2019-11-09,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7878,2019-11-09,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
94,2019-11-10,ISLA,name,La_Isla-Lote_18,ISLA
2689,2019-11-10,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5284,2019-11-10,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7879,2019-11-10,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
95,2019-11-11,ISLA,name,La_Isla-Lote_18,ISLA
2690,2019-11-11,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5285,2019-11-11,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7880,2019-11-11,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
96,2019-11-12,ISLA,name,La_Isla-Lote_3,ISLA
2691,2019-11-12,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5286,2019-11-12,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7881,2019-11-12,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
97,2019-11-13,ISLA,name,La_Isla-Lote_3,ISLA
2692,2019-11-13,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5287,2019-11-13,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7882,2019-11-13,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
98,2019-11-14,ISLA,name,La_Isla-Lote_3,ISLA
2693,2019-11-14,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5288,2019-11-14,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7883,2019-11-14,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
99,2019-11-15,ISLA,name,La_Isla-Lote_3,ISLA
2694,2019-11-15,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5289,2019-11-15,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7884,2019-11-15,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
100,2019-11-16,ISLA,name,La_Isla-Lote_4,ISLA
2695,2019-11-16,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5290,2019-11-16,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7885,2019-11-16,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
101,2019-11-17,ISLA,name,La_Isla-Lote_4,ISLA
2696,2019-11-17,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5291,2019-11-17,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7886,2019-11-17,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
102,2019-11-18,ISLA,name,La_Isla-Lote_4,ISLA
2697,2019-11-18,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5292,2019-11-18,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7887,2019-11-18,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
103,2019-11-19,ISLA,name,La_Isla-Lote_4,ISLA
2698,2019-11-19,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5293,2019-11-19,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7888,2019-11-19,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
104,2019-11-20,ISLA,name,La_Isla-Lote_4,ISLA
2699,2019-11-20,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5294,2019-11-20,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7889,2019-11-20,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
105,2019-11-21,ISLA,name,La_Isla-Lote_4,ISLA
2700,2019-11-21,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5295,2019-11-21,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7890,2019-11-21,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
106,2019-11-22,ISLA,name,La_Isla-Lote_4,ISLA
2701,2019-11-22,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5296,2019-11-22,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7891,2019-11-22,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
107,2019-11-23,ISLA,name,La_Isla-Lote_ML_1,ISLA
2702,2019-11-23,ISLA,lag_1,La_Isla-Lote_4,ISLA_1
5297,2019-11-23,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7892,2019-11-23,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
108,2019-11-24,ISLA,name,La_Isla-Lote_ML_1,ISLA
2703,2019-11-24,ISLA,lag_1,La_Isla-Lote_4,ISLA_1
5298,2019-11-24,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7893,2019-11-24,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
109,2019-11-25,ISLA,name,La_Isla-Lote_ML_1,ISLA
2704,2019-11-25,ISLA,lag_1,La_Isla-Lote_4,ISLA_1
5299,2019-11-25,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7894,2019-11-25,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
110,2019-11-26,ISLA,name,La_Isla-Lote_ML_1,ISLA
2705,2019-11-26,ISLA,lag_1,La_Isla-Lote_4,ISLA_1
5300,2019-11-26,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7895,2019-11-26,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
111,2019-11-27,ISLA,name,La_Isla-Lote_ML_1,ISLA
2706,2019-11-27,ISLA,lag_1,La_Isla-Lote_4,ISLA_1
5301,2019-11-27,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7896,2019-11-27,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
112,2019-11-28,ISLA,name,La_Isla-Lote_ML_1,ISLA
2707,2019-11-28,ISLA,lag_1,La_Isla-Lote_4,ISLA_1
5302,2019-11-28,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7897,2019-11-28,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
113,2019-11-29,ISLA,name,La_Isla-Lote_ML_2,ISLA
2708,2019-11-29,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5303,2019-11-29,ISLA,lag_2,La_Isla-Lote_4,ISLA_2
7898,2019-11-29,ISLA,lag_3,La_Isla-Lote_3,ISLA_3
114,2019-11-30,ISLA,name,La_Isla-Lote_ML_2,ISLA
2709,2019-11-30,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5304,2019-11-30,ISLA,lag_2,La_Isla-Lote_4,ISLA_2
7899,2019-11-30,ISLA,lag_3,La_Isla-Lote_3,ISLA_3
115,2019-12-01,ISLA,name,La_Isla-Lote_ML_2,ISLA
2710,2019-12-01,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5305,2019-12-01,ISLA,lag_2,La_Isla-Lote_4,ISLA_2
7900,2019-12-01,ISLA,lag_3,La_Isla-Lote_3,ISLA_3
116,2019-12-02,ISLA,name,La_Isla-Lote_ML_2,ISLA
2711,2019-12-02,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5306,2019-12-02,ISLA,lag_2,La_Isla-Lote_4,ISLA_2
7901,2019-12-02,ISLA,lag_3,La_Isla-Lote_3,ISLA_3
117,2019-12-03,ISLA,name,La_Isla-Lote_28,ISLA
2712,2019-12-03,ISLA,lag_1,La_Isla-Lote_ML_2,ISLA_1
5307,2019-12-03,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7902,2019-12-03,ISLA,lag_3,La_Isla-Lote_4,ISLA_3
118,2019-12-04,ISLA,name,La_Isla-Lote_28,ISLA
2713,2019-12-04,ISLA,lag_1,La_Isla-Lote_ML_2,ISLA_1
5308,2019-12-04,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7903,2019-12-04,ISLA,lag_3,La_Isla-Lote_4,ISLA_3
119,2019-12-05,ISLA,name,La_Isla-Lote_28,ISLA
2714,2019-12-05,ISLA,lag_1,La_Isla-Lote_ML_2,ISLA_1
5309,2019-12-05,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7904,2019-12-05,ISLA,lag_3,La_Isla-Lote_4,ISLA_3
120,2019-12-06,ISLA,name,La_Isla-Lote_28,ISLA
2715,2019-12-06,ISLA,lag_1,La_Isla-Lote_ML_2,ISLA_1
5310,2019-12-06,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7905,2019-12-06,ISLA,lag_3,La_Isla-Lote_4,ISLA_3
121,2019-12-07,ISLA,name,La_Isla-Lote_28,ISLA
2716,2019-12-07,ISLA,lag_1,La_Isla-Lote_ML_2,ISLA_1
5311,2019-12-07,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7906,2019-12-07,ISLA,lag_3,La_Isla-Lote_4,ISLA_3
122,2019-12-08,ISLA,name,La_Isla-Lote_28,ISLA
2717,2019-12-08,ISLA,lag_1,La_Isla-Lote_ML_2,ISLA_1
5312,2019-12-08,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7907,2019-12-08,ISLA,lag_3,La_Isla-Lote_4,ISLA_3
123,2019-12-09,ISLA,name,La_Isla-Lote_ML_7,ISLA
2718,2019-12-09,ISLA,lag_1,La_Isla-Lote_28,ISLA_1
5313,2019-12-09,ISLA,lag_2,La_Isla-Lote_ML_2,ISLA_2
7908,2019-12-09,ISLA,lag_3,La_Isla-Lote_ML_1,ISLA_3
124,2019-12-10,ISLA,name,La_Isla-Lote_ML_7,ISLA
2719,2019-12-10,ISLA,lag_1,La_Isla-Lote_28,ISLA_1
5314,2019-12-10,ISLA,lag_2,La_Isla-Lote_ML_2,ISLA_2
7909,2019-12-10,ISLA,lag_3,La_Isla-Lote_ML_1,ISLA_3
125,2019-12-11,ISLA,name,La_Isla-Lote_ML_7,ISLA
2720,2019-12-11,ISLA,lag_1,La_Isla-Lote_28,ISLA_1
5315,2019-12-11,ISLA,lag_2,La_Isla-Lote_ML_2,ISLA_2
7910,2019-12-11,ISLA,lag_3,La_Isla-Lote_ML_1,ISLA_3
126,2019-12-12,ISLA,name,La_Isla-Lote_ML_6,ISLA
2721,2019-12-12,ISLA,lag_1,La_Isla-Lote_ML_7,ISLA_1
5316,2019-12-12,ISLA,lag_2,La_Isla-Lote_28,ISLA_2
7911,2019-12-12,ISLA,lag_3,La_Isla-Lote_ML_2,ISLA_3
127,2019-12-13,ISLA,name,La_Isla-Lote_ML_6,ISLA
2722,2019-12-13,ISLA,lag_1,La_Isla-Lote_ML_7,ISLA_1
5317,2019-12-13,ISLA,lag_2,La_Isla-Lote_28,ISLA_2
7912,2019-12-13,ISLA,lag_3,La_Isla-Lote_ML_2,ISLA_3
128,2019-12-14,ISLA,name,La_Isla-Lote_ML_4,ISLA
2723,2019-12-14,ISLA,lag_1,La_Isla-Lote_ML_6,ISLA_1
5318,2019-12-14,ISLA,lag_2,La_Isla-Lote_ML_7,ISLA_2
7913,2019-12-14,ISLA,lag_3,La_Isla-Lote_28,ISLA_3
129,2019-12-15,ISLA,name,La_Isla-Lote_ML_4,ISLA
2724,2019-12-15,ISLA,lag_1,La_Isla-Lote_ML_6,ISLA_1
5319,2019-12-15,ISLA,lag_2,La_Isla-Lote_ML_7,ISLA_2
7914,2019-12-15,ISLA,lag_3,La_Isla-Lote_28,ISLA_3
130,2019-12-16,ISLA,name,La_Isla-Lote_18,ISLA
2725,2019-12-16,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5320,2019-12-16,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7915,2019-12-16,ISLA,lag_3,La_Isla-Lote_ML_7,ISLA_3
131,2019-12-17,ISLA,name,La_Isla-Lote_18,ISLA
2726,2019-12-17,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5321,2019-12-17,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7916,2019-12-17,ISLA,lag_3,La_Isla-Lote_ML_7,ISLA_3
132,2019-12-18,ISLA,name,La_Isla-Lote_18,ISLA
2727,2019-12-18,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5322,2019-12-18,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7917,2019-12-18,ISLA,lag_3,La_Isla-Lote_ML_7,ISLA_3
133,2019-12-19,ISLA,name,La_Isla-Lote_18,ISLA
2728,2019-12-19,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5323,2019-12-19,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7918,2019-12-19,ISLA,lag_3,La_Isla-Lote_ML_7,ISLA_3
134,2019-12-20,ISLA,name,La_Isla-Lote_18,ISLA
2729,2019-12-20,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5324,2019-12-20,ISLA,lag_2,La_Isla-Lote_ML_6,ISLA_2
7919,2019-12-20,ISLA,lag_3,La_Isla-Lote_ML_7,ISLA_3
135,2019-12-21,ISLA,name,La_Isla-Lote_ML_3,ISLA
2730,2019-12-21,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5325,2019-12-21,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7920,2019-12-21,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
136,2019-12-22,ISLA,name,La_Isla-Lote_ML_3,ISLA
2731,2019-12-22,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5326,2019-12-22,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7921,2019-12-22,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
137,2019-12-23,ISLA,name,La_Isla-Lote_ML_3,ISLA
2732,2019-12-23,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5327,2019-12-23,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7922,2019-12-23,ISLA,lag_3,La_Isla-Lote_ML_6,ISLA_3
138,2019-12-24,ISLA,name,Paraiso-Lote_4,ISLA
2733,2019-12-24,ISLA,lag_1,La_Isla-Lote_ML_3,ISLA_1
5328,2019-12-24,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7923,2019-12-24,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
139,2019-12-25,ISLA,name,Paraiso-Lote_4,ISLA
2734,2019-12-25,ISLA,lag_1,La_Isla-Lote_ML_3,ISLA_1
5329,2019-12-25,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7924,2019-12-25,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
140,2019-12-26,ISLA,name,Paraiso-Lote_4,ISLA
2735,2019-12-26,ISLA,lag_1,La_Isla-Lote_ML_3,ISLA_1
5330,2019-12-26,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7925,2019-12-26,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
141,2019-12-27,ISLA,name,Paraiso-Lote_4,ISLA
2736,2019-12-27,ISLA,lag_1,La_Isla-Lote_ML_3,ISLA_1
5331,2019-12-27,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7926,2019-12-27,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
142,2019-12-28,ISLA,name,Paraiso-Lote_4,ISLA
2737,2019-12-28,ISLA,lag_1,La_Isla-Lote_ML_3,ISLA_1
5332,2019-12-28,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7927,2019-12-28,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
143,2019-12-29,ISLA,name,Paraiso-Lote_4,ISLA
2738,2019-12-29,ISLA,lag_1,La_Isla-Lote_ML_3,ISLA_1
5333,2019-12-29,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7928,2019-12-29,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
144,2019-12-30,ISLA,name,La_Isla-Lote_29,ISLA
2739,2019-12-30,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5334,2019-12-30,ISLA,lag_2,La_Isla-Lote_ML_3,ISLA_2
7929,2019-12-30,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
145,2019-12-31,ISLA,name,La_Isla-Lote_29,ISLA
2740,2019-12-31,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5335,2019-12-31,ISLA,lag_2,La_Isla-Lote_ML_3,ISLA_2
7930,2019-12-31,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
146,2020-01-01,ISLA,name,La_Isla-Lote_29,ISLA
2741,2020-01-01,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5336,2020-01-01,ISLA,lag_2,La_Isla-Lote_ML_3,ISLA_2
7931,2020-01-01,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
147,2020-01-02,ISLA,name,La_Isla-Lote_29,ISLA
2742,2020-01-02,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5337,2020-01-02,ISLA,lag_2,La_Isla-Lote_ML_3,ISLA_2
7932,2020-01-02,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
148,2020-01-03,ISLA,name,La_Isla-Lote_29,ISLA
2743,2020-01-03,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5338,2020-01-03,ISLA,lag_2,La_Isla-Lote_ML_3,ISLA_2
7933,2020-01-03,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
149,2020-01-04,ISLA,name,La_Isla-Lote_ML_1,ISLA
2744,2020-01-04,ISLA,lag_1,La_Isla-Lote_29,ISLA_1
5339,2020-01-04,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7934,2020-01-04,ISLA,lag_3,La_Isla-Lote_ML_3,ISLA_3
150,2020-01-05,ISLA,name,La_Isla-Lote_ML_1,ISLA
2745,2020-01-05,ISLA,lag_1,La_Isla-Lote_29,ISLA_1
5340,2020-01-05,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7935,2020-01-05,ISLA,lag_3,La_Isla-Lote_ML_3,ISLA_3
151,2020-01-06,ISLA,name,La_Isla-Lote_ML_1,ISLA
2746,2020-01-06,ISLA,lag_1,La_Isla-Lote_29,ISLA_1
5341,2020-01-06,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7936,2020-01-06,ISLA,lag_3,La_Isla-Lote_ML_3,ISLA_3
152,2020-01-07,ISLA,name,La_Isla-Lote_ML_1,ISLA
2747,2020-01-07,ISLA,lag_1,La_Isla-Lote_29,ISLA_1
5342,2020-01-07,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7937,2020-01-07,ISLA,lag_3,La_Isla-Lote_ML_3,ISLA_3
153,2020-01-08,ISLA,name,La_Isla-Lote_ML_1,ISLA
2748,2020-01-08,ISLA,lag_1,La_Isla-Lote_29,ISLA_1
5343,2020-01-08,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7938,2020-01-08,ISLA,lag_3,La_Isla-Lote_ML_3,ISLA_3
154,2020-01-09,ISLA,name,La_Isla-Lote_ML_1,ISLA
2749,2020-01-09,ISLA,lag_1,La_Isla-Lote_29,ISLA_1
5344,2020-01-09,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7939,2020-01-09,ISLA,lag_3,La_Isla-Lote_ML_3,ISLA_3
155,2020-01-10,ISLA,name,La_Isla-Lote_2,ISLA
2750,2020-01-10,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5345,2020-01-10,ISLA,lag_2,La_Isla-Lote_29,ISLA_2
7940,2020-01-10,ISLA,lag_3,Paraiso-Lote_4,ISLA_3
156,2020-01-11,ISLA,name,La_Isla-Lote_2,ISLA
2751,2020-01-11,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5346,2020-01-11,ISLA,lag_2,La_Isla-Lote_29,ISLA_2
7941,2020-01-11,ISLA,lag_3,Paraiso-Lote_4,ISLA_3
157,2020-01-12,ISLA,name,La_Isla-Lote_2,ISLA
2752,2020-01-12,ISLA,lag_1,La_Isla-Lote_ML_1,ISLA_1
5347,2020-01-12,ISLA,lag_2,La_Isla-Lote_29,ISLA_2
7942,2020-01-12,ISLA,lag_3,Paraiso-Lote_4,ISLA_3
158,2020-01-13,ISLA,name,La_Isla-Lote_3,ISLA
2753,2020-01-13,ISLA,lag_1,La_Isla-Lote_2,ISLA_1
5348,2020-01-13,ISLA,lag_2,La_Isla-Lote_ML_1,ISLA_2
7943,2020-01-13,ISLA,lag_3,La_Isla-Lote_29,ISLA_3
159,2020-01-14,ISLA,name,La_Isla-Lote_28,ISLA
2754,2020-01-14,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5349,2020-01-14,ISLA,lag_2,La_Isla-Lote_2,ISLA_2
7944,2020-01-14,ISLA,lag_3,La_Isla-Lote_ML_1,ISLA_3
160,2020-01-15,ISLA,name,La_Isla-Lote_28,ISLA
2755,2020-01-15,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5350,2020-01-15,ISLA,lag_2,La_Isla-Lote_2,ISLA_2
7945,2020-01-15,ISLA,lag_3,La_Isla-Lote_ML_1,ISLA_3
161,2020-01-16,ISLA,name,La_Isla-Lote_28,ISLA
2756,2020-01-16,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5351,2020-01-16,ISLA,lag_2,La_Isla-Lote_2,ISLA_2
7946,2020-01-16,ISLA,lag_3,La_Isla-Lote_ML_1,ISLA_3
162,2020-01-17,ISLA,name,La_Isla-Lote_7,ISLA
2757,2020-01-17,ISLA,lag_1,La_Isla-Lote_28,ISLA_1
5352,2020-01-17,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7947,2020-01-17,ISLA,lag_3,La_Isla-Lote_2,ISLA_3
163,2020-01-18,ISLA,name,La_Isla-Lote_7,ISLA
2758,2020-01-18,ISLA,lag_1,La_Isla-Lote_28,ISLA_1
5353,2020-01-18,ISLA,lag_2,La_Isla-Lote_3,ISLA_2
7948,2020-01-18,ISLA,lag_3,La_Isla-Lote_2,ISLA_3
164,2020-01-19,ISLA,name,La_Isla-Lote_6,ISLA
2759,2020-01-19,ISLA,lag_1,La_Isla-Lote_7,ISLA_1
5354,2020-01-19,ISLA,lag_2,La_Isla-Lote_28,ISLA_2
7949,2020-01-19,ISLA,lag_3,La_Isla-Lote_3,ISLA_3
165,2020-01-20,ISLA,name,La_Isla-Lote_ML_5,ISLA
2760,2020-01-20,ISLA,lag_1,La_Isla-Lote_6,ISLA_1
5355,2020-01-20,ISLA,lag_2,La_Isla-Lote_7,ISLA_2
7950,2020-01-20,ISLA,lag_3,La_Isla-Lote_28,ISLA_3
166,2020-01-21,ISLA,name,La_Isla-Lote_ML_5,ISLA
2761,2020-01-21,ISLA,lag_1,La_Isla-Lote_6,ISLA_1
5356,2020-01-21,ISLA,lag_2,La_Isla-Lote_7,ISLA_2
7951,2020-01-21,ISLA,lag_3,La_Isla-Lote_28,ISLA_3
167,2020-01-22,ISLA,name,La_Isla-Lote_ML_4,ISLA
2762,2020-01-22,ISLA,lag_1,La_Isla-Lote_ML_5,ISLA_1
5357,2020-01-22,ISLA,lag_2,La_Isla-Lote_6,ISLA_2
7952,2020-01-22,ISLA,lag_3,La_Isla-Lote_7,ISLA_3
168,2020-01-23,ISLA,name,La_Isla-Lote_18,ISLA
2763,2020-01-23,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5358,2020-01-23,ISLA,lag_2,La_Isla-Lote_ML_5,ISLA_2
7953,2020-01-23,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
169,2020-01-24,ISLA,name,La_Isla-Lote_18,ISLA
2764,2020-01-24,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5359,2020-01-24,ISLA,lag_2,La_Isla-Lote_ML_5,ISLA_2
7954,2020-01-24,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
170,2020-01-25,ISLA,name,La_Isla-Lote_18,ISLA
2765,2020-01-25,ISLA,lag_1,La_Isla-Lote_ML_4,ISLA_1
5360,2020-01-25,ISLA,lag_2,La_Isla-Lote_ML_5,ISLA_2
7955,2020-01-25,ISLA,lag_3,La_Isla-Lote_6,ISLA_3
171,2020-01-26,ISLA,name,Paraiso-Lote_4,ISLA
2766,2020-01-26,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5361,2020-01-26,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7956,2020-01-26,ISLA,lag_3,La_Isla-Lote_ML_5,ISLA_3
172,2020-01-27,ISLA,name,Paraiso-Lote_4,ISLA
2767,2020-01-27,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5362,2020-01-27,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7957,2020-01-27,ISLA,lag_3,La_Isla-Lote_ML_5,ISLA_3
173,2020-01-28,ISLA,name,Paraiso-Lote_4,ISLA
2768,2020-01-28,ISLA,lag_1,La_Isla-Lote_18,ISLA_1
5363,2020-01-28,ISLA,lag_2,La_Isla-Lote_ML_4,ISLA_2
7958,2020-01-28,ISLA,lag_3,La_Isla-Lote_ML_5,ISLA_3
174,2020-01-29,ISLA,name,La_Isla-Lote_3,ISLA
2769,2020-01-29,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5364,2020-01-29,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7959,2020-01-29,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
175,2020-01-30,ISLA,name,La_Isla-Lote_3,ISLA
2770,2020-01-30,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5365,2020-01-30,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7960,2020-01-30,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
176,2020-01-31,ISLA,name,La_Isla-Lote_3,ISLA
2771,2020-01-31,ISLA,lag_1,Paraiso-Lote_4,ISLA_1
5366,2020-01-31,ISLA,lag_2,La_Isla-Lote_18,ISLA_2
7961,2020-01-31,ISLA,lag_3,La_Isla-Lote_ML_4,ISLA_3
177,2020-02-01,ISLA,name,La_Isla-Lote_ML_8,ISLA
2772,2020-02-01,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5367,2020-02-01,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7962,2020-02-01,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
178,2020-02-02,ISLA,name,La_Isla-Lote_ML_8,ISLA
2773,2020-02-02,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5368,2020-02-02,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7963,2020-02-02,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
179,2020-02-03,ISLA,name,La_Isla-Lote_ML_8,ISLA
2774,2020-02-03,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5369,2020-02-03,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7964,2020-02-03,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
180,2020-02-04,ISLA,name,La_Isla-Lote_ML_8,ISLA
2775,2020-02-04,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5370,2020-02-04,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7965,2020-02-04,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
181,2020-02-05,ISLA,name,La_Isla-Lote_ML_8,ISLA
2776,2020-02-05,ISLA,lag_1,La_Isla-Lote_3,ISLA_1
5371,2020-02-05,ISLA,lag_2,Paraiso-Lote_4,ISLA_2
7966,2020-02-05,ISLA,lag_3,La_Isla-Lote_18,ISLA_3
